Subscription ID,Duration,Type
35745,2557 days 00:00:00.000000000,Yearly
35746,7305 days 00:00:00.000000000,Yearly
35748,0 days 00:00:00.000000000,One Off
35749,0 days 00:00:00.000000000,One Off
35750,39 days 00:00:00.000000000,Daily
35751,2679 days 00:00:00.000000000,Monthly
35753,1461 days 00:00:00.000000000,Yearly
35754,8035 days 00:00:00.000000000,Yearly
35755,4748 days 00:00:00.000000000,Yearly
35756,7670 days 00:00:00.000000000,Yearly
35757,0 days 00:00:00.000000000,One Off
35758,1706 days 00:00:00.000000000,Monthly
35759,4017 days 00:00:00.000000000,Yearly
35760,21 days 00:00:00.000000000,Daily
35763,50 days 00:00:00.000000000,Daily
35765,13879 days 00:00:00.000000000,Yearly
35766,7671 days 00:00:00.000000000,Yearly
35771,2007 days 00:00:00.000000000,Monthly
35772,1796 days 00:00:00.000000000,Monthly
35774,1826 days 00:00:00.000000000,Yearly
35775,12 days 00:00:00.000000000,Daily
35776,10957 days 00:00:00.000000000,Yearly
35779,4383 days 00:00:00.000000000,Yearly
35780,0 days 00:00:00.000000000,One Off
35781,1949 days 00:00:00.000000000,Monthly
35785,181 days 00:00:00.000000000,Monthly
35786,2738 days 00:00:00.000000000,Monthly
35788,730 days 00:00:00.000000000,Monthly
35789,5113 days 00:00:00.000000000,Yearly
35790,2251 days 00:00:00.000000000,Monthly
35791,0 days 00:00:00.000000000,One Off
35794,0 days 00:00:00.000000000,One Off
35796,0 days 00:00:00.000000000,One Off
35798,14975 days 00:00:00.000000000,Yearly
35799,1735 days 00:00:00.000000000,Monthly
35800,1066 days 00:00:00.000000000,Monthly
35806,10 days 00:00:00.000000000,Daily
35807,1432 days 00:00:00.000000000,Monthly
35811,10593 days 00:00:00.000000000,Yearly
35812,2649 days 00:00:00.000000000,Monthly
35813,11688 days 00:00:00.000000000,Yearly
35815,1826 days 00:00:00.000000000,Monthly
35817,12053 days 00:00:00.000000000,Yearly
35818,48 days 00:00:00.000000000,Daily
35819,8766 days 00:00:00.000000000,Yearly
35821,37 days 00:00:00.000000000,Daily
35822,974 days 00:00:00.000000000,Monthly
35824,6575 days 00:00:00.000000000,Yearly
35827,0 days 00:00:00.000000000,One Off
35828,45 days 00:00:00.000000000,Daily
35829,20 days 00:00:00.000000000,Daily
35831,4383 days 00:00:00.000000000,Yearly
35833,31 days 00:00:00.000000000,Daily
35834,4018 days 00:00:00.000000000,Yearly
35838,0 days 00:00:00.000000000,One Off
35842,8036 days 00:00:00.000000000,Yearly
35843,0 days 00:00:00.000000000,One Off
35851,10592 days 00:00:00.000000000,Yearly
35854,792 days 00:00:00.000000000,Monthly
35855,0 days 00:00:00.000000000,One Off
35857,8766 days 00:00:00.000000000,Yearly
35859,2495 days 00:00:00.000000000,Monthly
35861,1185 days 00:00:00.000000000,Monthly
35862,10 days 00:00:00.000000000,Daily
35868,48 days 00:00:00.000000000,Daily
35869,1461 days 00:00:00.000000000,Yearly
35870,2100 days 00:00:00.000000000,Monthly
35873,1673 days 00:00:00.000000000,Monthly
35874,44 days 00:00:00.000000000,Daily
35877,0 days 00:00:00.000000000,One Off
35879,45 days 00:00:00.000000000,Daily
35880,8 days 00:00:00.000000000,Daily
35881,1645 days 00:00:00.000000000,Monthly
35884,0 days 00:00:00.000000000,One Off
35887,854 days 00:00:00.000000000,Monthly
35893,912 days 00:00:00.000000000,Monthly
35895,1400 days 00:00:00.000000000,Monthly
35896,0 days 00:00:00.000000000,One Off
35902,639 days 00:00:00.000000000,Monthly
35903,10227 days 00:00:00.000000000,Yearly
35905,8035 days 00:00:00.000000000,Yearly
35906,0 days 00:00:00.000000000,One Off
35907,15340 days 00:00:00.000000000,Yearly
35912,0 days 00:00:00.000000000,One Off
35913,7670 days 00:00:00.000000000,Yearly
35916,0 days 00:00:00.000000000,One Off
35918,1856 days 00:00:00.000000000,Monthly
35919,1826 days 00:00:00.000000000,Yearly
35923,242 days 00:00:00.000000000,Yearly
35924,2434 days 00:00:00.000000000,Monthly
35925,6939 days 00:00:00.000000000,Yearly
35929,1947 days 00:00:00.000000000,Monthly
35930,27 days 00:00:00.000000000,Daily
35933,2526 days 00:00:00.000000000,Monthly
35934,6939 days 00:00:00.000000000,Yearly
35935,244 days 00:00:00.000000000,Monthly
35937,49 days 00:00:00.000000000,Daily
35939,30 days 00:00:00.000000000,Daily
35940,2192 days 00:00:00.000000000,Yearly
35948,2557 days 00:00:00.000000000,Yearly
35949,1736 days 00:00:00.000000000,Monthly
35951,11688 days 00:00:00.000000000,Yearly
35954,28 days 00:00:00.000000000,Daily
35956,489 days 00:00:00.000000000,Monthly
35960,47 days 00:00:00.000000000,Daily
35963,5844 days 00:00:00.000000000,Yearly
35964,52 days 00:00:00.000000000,Daily
35967,184 days 00:00:00.000000000,Daily
35968,9131 days 00:00:00.000000000,Yearly
35970,46 days 00:00:00.000000000,Daily
35971,2192 days 00:00:00.000000000,Yearly
35974,0 days 00:00:00.000000000,One Off
35976,883 days 00:00:00.000000000,Monthly
35977,0 days 00:00:00.000000000,One Off
35978,9862 days 00:00:00.000000000,Yearly
35979,4748 days 00:00:00.000000000,Yearly
35981,49 days 00:00:00.000000000,Daily
35986,0 days 00:00:00.000000000,One Off
35987,306 days 00:00:00.000000000,Monthly
35989,0 days 00:00:00.000000000,One Off
35991,487 days 00:00:00.000000000,Monthly
35996,0 days 00:00:00.000000000,One Off
35999,943 days 00:00:00.000000000,Monthly
36000,0 days 00:00:00.000000000,One Off
36005,20 days 00:00:00.000000000,Daily
36006,2496 days 00:00:00.000000000,Monthly
36007,0 days 00:00:00.000000000,One Off
36008,6 days 00:00:00.000000000,Daily
36010,730 days 00:00:00.000000000,Monthly
36011,1948 days 00:00:00.000000000,Monthly
36013,29 days 00:00:00.000000000,Daily
36017,0 days 00:00:00.000000000,One Off
36018,6575 days 00:00:00.000000000,Yearly
36020,5478 days 00:00:00.000000000,Yearly
36022,2679 days 00:00:00.000000000,Monthly
36024,41 days 00:00:00.000000000,Daily
36025,0 days 00:00:00.000000000,One Off
36029,1977 days 00:00:00.000000000,Monthly
36030,1643 days 00:00:00.000000000,Monthly
36031,0 days 00:00:00.000000000,One Off
36032,40 days 00:00:00.000000000,Daily
36035,0 days 00:00:00.000000000,One Off
36044,730 days 00:00:00.000000000,Monthly
36046,15 days 00:00:00.000000000,Daily
36047,1703 days 00:00:00.000000000,Monthly
36054,10957 days 00:00:00.000000000,Yearly
36056,2525 days 00:00:00.000000000,Monthly
36057,0 days 00:00:00.000000000,One Off
36066,304 days 00:00:00.000000000,Monthly
36067,3653 days 00:00:00.000000000,Yearly
36071,1675 days 00:00:00.000000000,Monthly
36074,822 days 00:00:00.000000000,Monthly
36075,0 days 00:00:00.000000000,One Off
36076,1643 days 00:00:00.000000000,Monthly
36080,365 days 00:00:00.000000000,Monthly
36082,7305 days 00:00:00.000000000,Yearly
36083,5479 days 00:00:00.000000000,Yearly
36085,2283 days 00:00:00.000000000,Monthly
36092,0 days 00:00:00.000000000,One Off
36093,0 days 00:00:00.000000000,One Off
36095,1127 days 00:00:00.000000000,Monthly
36096,275 days 00:00:00.000000000,Monthly
36099,334 days 00:00:00.000000000,Monthly
36101,12053 days 00:00:00.000000000,Yearly
36102,2130 days 00:00:00.000000000,Monthly
36104,4018 days 00:00:00.000000000,Yearly
36106,1675 days 00:00:00.000000000,Monthly
36109,853 days 00:00:00.000000000,Monthly
36110,822 days 00:00:00.000000000,Monthly
36114,5 days 00:00:00.000000000,Daily
36116,426 days 00:00:00.000000000,Monthly
36117,10592 days 00:00:00.000000000,Yearly
36118,0 days 00:00:00.000000000,One Off
36119,7305 days 00:00:00.000000000,Yearly
36120,0 days 00:00:00.000000000,One Off
36121,29 days 00:00:00.000000000,Daily
36122,0 days 00:00:00.000000000,One Off
36123,8035 days 00:00:00.000000000,Yearly
36124,0 days 00:00:00.000000000,One Off
36126,7671 days 00:00:00.000000000,Yearly
36128,1187 days 00:00:00.000000000,Monthly
36130,19 days 00:00:00.000000000,Daily
36131,822 days 00:00:00.000000000,Monthly
36133,5113 days 00:00:00.000000000,Yearly
36134,0 days 00:00:00.000000000,One Off
36135,4383 days 00:00:00.000000000,Yearly
36137,2099 days 00:00:00.000000000,Monthly
36138,1188 days 00:00:00.000000000,Monthly
36139,792 days 00:00:00.000000000,Monthly
36140,1157 days 00:00:00.000000000,Monthly
36141,49 days 00:00:00.000000000,Daily
36143,52 days 00:00:00.000000000,Daily
36145,0 days 00:00:00.000000000,One Off
36146,9496 days 00:00:00.000000000,Yearly
36147,49 days 00:00:00.000000000,Daily
36150,50 days 00:00:00.000000000,Daily
36151,16 days 00:00:00.000000000,Daily
36152,365 days 00:00:00.000000000,Monthly
36155,0 days 00:00:00.000000000,One Off
36157,14610 days 00:00:00.000000000,Yearly
36159,33 days 00:00:00.000000000,Daily
36160,1855 days 00:00:00.000000000,Monthly
36161,22 days 00:00:00.000000000,Daily
36162,29 days 00:00:00.000000000,Daily
36163,32 days 00:00:00.000000000,Daily
36164,45 days 00:00:00.000000000,Daily
36165,2071 days 00:00:00.000000000,Monthly
36168,14 days 00:00:00.000000000,Daily
36169,5479 days 00:00:00.000000000,Yearly
36171,426 days 00:00:00.000000000,Monthly
36173,6209 days 00:00:00.000000000,Yearly
36176,5844 days 00:00:00.000000000,Yearly
36178,53 days 00:00:00.000000000,Daily
36180,0 days 00:00:00.000000000,One Off
36181,8766 days 00:00:00.000000000,Yearly
36182,19 days 00:00:00.000000000,Daily
36183,0 days 00:00:00.000000000,One Off
36184,12 days 00:00:00.000000000,Daily
36188,854 days 00:00:00.000000000,Monthly
36189,2403 days 00:00:00.000000000,Monthly
36190,0 days 00:00:00.000000000,One Off
36193,4748 days 00:00:00.000000000,Yearly
36194,0 days 00:00:00.000000000,One Off
36200,0 days 00:00:00.000000000,One Off
36202,0 days 00:00:00.000000000,One Off
36204,0 days 00:00:00.000000000,One Off
36205,3653 days 00:00:00.000000000,Yearly
36210,1946 days 00:00:00.000000000,Monthly
36211,4017 days 00:00:00.000000000,Yearly
36214,45 days 00:00:00.000000000,Daily
36215,426 days 00:00:00.000000000,Monthly
36216,487 days 00:00:00.000000000,Monthly
36219,1581 days 00:00:00.000000000,Monthly
36220,0 days 00:00:00.000000000,One Off
36225,19 days 00:00:00.000000000,Daily
36227,0 days 00:00:00.000000000,One Off
36228,11 days 00:00:00.000000000,Daily
36234,2557 days 00:00:00.000000000,Yearly
36236,10 days 00:00:00.000000000,Daily
36238,943 days 00:00:00.000000000,Monthly
36240,8766 days 00:00:00.000000000,Yearly
36241,20 days 00:00:00.000000000,Daily
36242,4 days 00:00:00.000000000,Daily
36244,2557 days 00:00:00.000000000,Yearly
36245,120 days 00:00:00.000000000,Yearly
36247,426 days 00:00:00.000000000,Monthly
36248,4383 days 00:00:00.000000000,Yearly
36250,9 days 00:00:00.000000000,Daily
36252,11 days 00:00:00.000000000,Daily
36253,0 days 00:00:00.000000000,One Off
36255,2588 days 00:00:00.000000000,Monthly
36258,2741 days 00:00:00.000000000,Monthly
36259,2496 days 00:00:00.000000000,Monthly
36261,7305 days 00:00:00.000000000,Yearly
36266,0 days 00:00:00.000000000,One Off
36267,47 days 00:00:00.000000000,Daily
36269,16071 days 00:00:00.000000000,Yearly
36273,0 days 00:00:00.000000000,One Off
36274,214 days 00:00:00.000000000,One Off
36276,0 days 00:00:00.000000000,One Off
36277,54 days 00:00:00.000000000,Daily
36279,4018 days 00:00:00.000000000,Yearly
36280,1918 days 00:00:00.000000000,Monthly
36285,5844 days 00:00:00.000000000,Yearly
36286,46 days 00:00:00.000000000,Daily
36290,27 days 00:00:00.000000000,Daily
36293,14245 days 00:00:00.000000000,Yearly
36295,0 days 00:00:00.000000000,One Off
36296,1126 days 00:00:00.000000000,Monthly
36297,0 days 00:00:00.000000000,One Off
36299,3653 days 00:00:00.000000000,Yearly
36300,12784 days 00:00:00.000000000,Yearly
36302,16 days 00:00:00.000000000,Daily
36304,0 days 00:00:00.000000000,One Off
36306,37 days 00:00:00.000000000,Daily
36307,1947 days 00:00:00.000000000,Monthly
36311,13880 days 00:00:00.000000000,Yearly
36315,8766 days 00:00:00.000000000,Yearly
36316,0 days 00:00:00.000000000,One Off
36317,0 days 00:00:00.000000000,One Off
36318,2496 days 00:00:00.000000000,Monthly
36319,16 days 00:00:00.000000000,Daily
36321,92 days 00:00:00.000000000,Daily
36323,44 days 00:00:00.000000000,Daily
36324,2435 days 00:00:00.000000000,Monthly
36325,5 days 00:00:00.000000000,Daily
36326,38 days 00:00:00.000000000,Daily
36332,0 days 00:00:00.000000000,One Off
36333,2709 days 00:00:00.000000000,Monthly
36334,6575 days 00:00:00.000000000,Yearly
36335,2587 days 00:00:00.000000000,Monthly
36337,49 days 00:00:00.000000000,Daily
36338,1735 days 00:00:00.000000000,Monthly
36339,4748 days 00:00:00.000000000,Yearly
36340,0 days 00:00:00.000000000,One Off
36345,4383 days 00:00:00.000000000,Yearly
36347,17 days 00:00:00.000000000,Daily
36350,2192 days 00:00:00.000000000,Yearly
36351,10957 days 00:00:00.000000000,Yearly
36354,10957 days 00:00:00.000000000,Yearly
36355,0 days 00:00:00.000000000,One Off
36356,9862 days 00:00:00.000000000,Yearly
36358,1797 days 00:00:00.000000000,Monthly
36359,33 days 00:00:00.000000000,Daily
36360,274 days 00:00:00.000000000,Monthly
36361,11323 days 00:00:00.000000000,Yearly
36362,1125 days 00:00:00.000000000,Monthly
36363,9497 days 00:00:00.000000000,Yearly
36364,6 days 00:00:00.000000000,Daily
36365,0 days 00:00:00.000000000,One Off
36366,2922 days 00:00:00.000000000,Yearly
36369,42 days 00:00:00.000000000,Daily
36370,2343 days 00:00:00.000000000,Monthly
36372,23 days 00:00:00.000000000,Daily
36373,976 days 00:00:00.000000000,Monthly
36374,2373 days 00:00:00.000000000,Monthly
36376,0 days 00:00:00.000000000,One Off
36377,7670 days 00:00:00.000000000,Yearly
36378,853 days 00:00:00.000000000,Monthly
36379,5844 days 00:00:00.000000000,Yearly
36384,0 days 00:00:00.000000000,One Off
36387,0 days 00:00:00.000000000,One Off
36388,43 days 00:00:00.000000000,Daily
36389,1035 days 00:00:00.000000000,Monthly
36392,2252 days 00:00:00.000000000,Monthly
36393,7305 days 00:00:00.000000000,Yearly
36395,2344 days 00:00:00.000000000,Monthly
36396,27 days 00:00:00.000000000,Daily
36397,759 days 00:00:00.000000000,Monthly
36399,4018 days 00:00:00.000000000,Yearly
36401,0 days 00:00:00.000000000,One Off
36402,37 days 00:00:00.000000000,Daily
36406,6209 days 00:00:00.000000000,Yearly
36407,1887 days 00:00:00.000000000,Monthly
36410,30 days 00:00:00.000000000,Daily
36414,5479 days 00:00:00.000000000,Yearly
36415,1826 days 00:00:00.000000000,Yearly
36416,92 days 00:00:00.000000000,Yearly
36418,914 days 00:00:00.000000000,Monthly
36419,9862 days 00:00:00.000000000,Yearly
36422,1522 days 00:00:00.000000000,Monthly
36424,1095 days 00:00:00.000000000,Yearly
36425,915 days 00:00:00.000000000,Monthly
36427,1096 days 00:00:00.000000000,Yearly
36428,1186 days 00:00:00.000000000,Monthly
36429,823 days 00:00:00.000000000,Monthly
36431,49 days 00:00:00.000000000,Daily
36432,334 days 00:00:00.000000000,Monthly
36436,12418 days 00:00:00.000000000,Yearly
36441,0 days 00:00:00.000000000,One Off
36444,0 days 00:00:00.000000000,One Off
36445,2495 days 00:00:00.000000000,Monthly
36446,55 days 00:00:00.000000000,Daily
36447,31 days 00:00:00.000000000,Daily
36448,53 days 00:00:00.000000000,Daily
36449,0 days 00:00:00.000000000,One Off
36450,2192 days 00:00:00.000000000,Yearly
36451,7 days 00:00:00.000000000,Daily
36452,15 days 00:00:00.000000000,Daily
36453,1126 days 00:00:00.000000000,Monthly
36454,9131 days 00:00:00.000000000,Yearly
36459,0 days 00:00:00.000000000,One Off
36460,0 days 00:00:00.000000000,One Off
36463,30 days 00:00:00.000000000,Daily
36465,1826 days 00:00:00.000000000,Monthly
36466,457 days 00:00:00.000000000,Monthly
36468,5 days 00:00:00.000000000,Daily
36470,1216 days 00:00:00.000000000,Monthly
36476,4018 days 00:00:00.000000000,Yearly
36478,4018 days 00:00:00.000000000,Yearly
36481,7670 days 00:00:00.000000000,Yearly
36482,1918 days 00:00:00.000000000,Monthly
36484,50 days 00:00:00.000000000,Daily
36485,14 days 00:00:00.000000000,Daily
36487,8400 days 00:00:00.000000000,Yearly
36488,6940 days 00:00:00.000000000,Yearly
36490,0 days 00:00:00.000000000,One Off
36491,1158 days 00:00:00.000000000,Monthly
36492,243 days 00:00:00.000000000,Monthly
36498,1583 days 00:00:00.000000000,Monthly
36499,2099 days 00:00:00.000000000,Monthly
36501,16071 days 00:00:00.000000000,Yearly
36503,1249 days 00:00:00.000000000,Monthly
36504,0 days 00:00:00.000000000,One Off
36505,2283 days 00:00:00.000000000,Monthly
36508,10957 days 00:00:00.000000000,Yearly
36510,37 days 00:00:00.000000000,Daily
36512,1765 days 00:00:00.000000000,Monthly
36513,27 days 00:00:00.000000000,Daily
36516,4018 days 00:00:00.000000000,Yearly
36517,731 days 00:00:00.000000000,Monthly
36519,0 days 00:00:00.000000000,One Off
36520,2038 days 00:00:00.000000000,Monthly
36522,1037 days 00:00:00.000000000,Monthly
36526,151 days 00:00:00.000000000,Monthly
36532,670 days 00:00:00.000000000,Monthly
36533,946 days 00:00:00.000000000,Monthly
36535,0 days 00:00:00.000000000,One Off
36536,122 days 00:00:00.000000000,One Off
36538,0 days 00:00:00.000000000,One Off
36541,1674 days 00:00:00.000000000,Monthly
36545,8036 days 00:00:00.000000000,Yearly
36547,0 days 00:00:00.000000000,One Off
36549,0 days 00:00:00.000000000,One Off
36550,0 days 00:00:00.000000000,One Off
36551,54 days 00:00:00.000000000,Daily
36552,184 days 00:00:00.000000000,Daily
36553,2710 days 00:00:00.000000000,Monthly
36554,10227 days 00:00:00.000000000,Yearly
36555,2740 days 00:00:00.000000000,Monthly
36557,120 days 00:00:00.000000000,Monthly
36558,1765 days 00:00:00.000000000,Monthly
36560,6 days 00:00:00.000000000,Daily
36561,2252 days 00:00:00.000000000,Monthly
36564,44 days 00:00:00.000000000,Daily
36565,0 days 00:00:00.000000000,One Off
36567,43 days 00:00:00.000000000,Daily
36568,1311 days 00:00:00.000000000,Monthly
36573,10227 days 00:00:00.000000000,Yearly
36574,0 days 00:00:00.000000000,One Off
36578,10958 days 00:00:00.000000000,Yearly
36580,1706 days 00:00:00.000000000,Monthly
36581,12784 days 00:00:00.000000000,Yearly
36584,12784 days 00:00:00.000000000,Yearly
36590,13 days 00:00:00.000000000,Daily
36591,40 days 00:00:00.000000000,Daily
36592,2161 days 00:00:00.000000000,Monthly
36593,0 days 00:00:00.000000000,One Off
36596,0 days 00:00:00.000000000,One Off
36600,2404 days 00:00:00.000000000,Monthly
36602,5479 days 00:00:00.000000000,Yearly
36604,2557 days 00:00:00.000000000,Yearly
36605,4383 days 00:00:00.000000000,Yearly
36607,2618 days 00:00:00.000000000,Monthly
36614,2618 days 00:00:00.000000000,Monthly
36615,0 days 00:00:00.000000000,One Off
36619,0 days 00:00:00.000000000,One Off
36622,945 days 00:00:00.000000000,Monthly
36623,12784 days 00:00:00.000000000,Yearly
36624,35 days 00:00:00.000000000,Daily
36626,762 days 00:00:00.000000000,Monthly
36627,2192 days 00:00:00.000000000,Yearly
36629,608 days 00:00:00.000000000,Monthly
36630,40 days 00:00:00.000000000,Daily
36635,1826 days 00:00:00.000000000,Yearly
36636,3652 days 00:00:00.000000000,Yearly
36637,2313 days 00:00:00.000000000,Monthly
36638,0 days 00:00:00.000000000,One Off
36644,2191 days 00:00:00.000000000,Yearly
36653,8766 days 00:00:00.000000000,Yearly
36654,1247 days 00:00:00.000000000,Monthly
36656,0 days 00:00:00.000000000,One Off
36660,50 days 00:00:00.000000000,Daily
36662,1461 days 00:00:00.000000000,Yearly
36663,5 days 00:00:00.000000000,Daily
36668,0 days 00:00:00.000000000,One Off
36670,1004 days 00:00:00.000000000,Monthly
36671,1096 days 00:00:00.000000000,Yearly
36674,1430 days 00:00:00.000000000,Monthly
36676,9131 days 00:00:00.000000000,Yearly
36677,0 days 00:00:00.000000000,One Off
36678,2710 days 00:00:00.000000000,Monthly
36686,12053 days 00:00:00.000000000,Yearly
36687,943 days 00:00:00.000000000,Monthly
36688,730 days 00:00:00.000000000,Monthly
36690,0 days 00:00:00.000000000,One Off
36691,0 days 00:00:00.000000000,One Off
36693,13149 days 00:00:00.000000000,Yearly
36697,2132 days 00:00:00.000000000,Monthly
36698,1430 days 00:00:00.000000000,Monthly
36701,0 days 00:00:00.000000000,One Off
36704,16802 days 00:00:00.000000000,Yearly
36705,122 days 00:00:00.000000000,Yearly
36709,16071 days 00:00:00.000000000,Yearly
36710,11323 days 00:00:00.000000000,Yearly
36711,2922 days 00:00:00.000000000,Yearly
36712,47 days 00:00:00.000000000,Daily
36714,0 days 00:00:00.000000000,One Off
36715,5114 days 00:00:00.000000000,Yearly
36716,33 days 00:00:00.000000000,Daily
36719,3652 days 00:00:00.000000000,Yearly
36722,0 days 00:00:00.000000000,One Off
36725,5479 days 00:00:00.000000000,Yearly
36726,1492 days 00:00:00.000000000,Monthly
36727,2191 days 00:00:00.000000000,Yearly
36728,1461 days 00:00:00.000000000,Monthly
36729,121 days 00:00:00.000000000,Monthly
36730,11688 days 00:00:00.000000000,Yearly
36731,7 days 00:00:00.000000000,Daily
36734,44 days 00:00:00.000000000,Daily
36735,12784 days 00:00:00.000000000,Yearly
36736,11688 days 00:00:00.000000000,Yearly
36737,8400 days 00:00:00.000000000,Yearly
36738,8400 days 00:00:00.000000000,Yearly
36742,1004 days 00:00:00.000000000,Monthly
36743,2313 days 00:00:00.000000000,Monthly
36744,2922 days 00:00:00.000000000,Yearly
36747,16 days 00:00:00.000000000,Daily
36750,11688 days 00:00:00.000000000,Yearly
36751,1461 days 00:00:00.000000000,Yearly
36753,153 days 00:00:00.000000000,Yearly
36755,9132 days 00:00:00.000000000,Yearly
36756,16 days 00:00:00.000000000,Daily
36758,8766 days 00:00:00.000000000,Yearly
36759,2192 days 00:00:00.000000000,Monthly
36761,518 days 00:00:00.000000000,Monthly
36767,14610 days 00:00:00.000000000,Yearly
36768,976 days 00:00:00.000000000,Monthly
36774,2160 days 00:00:00.000000000,Monthly
36776,547 days 00:00:00.000000000,Monthly
36777,47 days 00:00:00.000000000,Daily
36779,45 days 00:00:00.000000000,Daily
36780,51 days 00:00:00.000000000,Daily
36781,1827 days 00:00:00.000000000,Yearly
36783,0 days 00:00:00.000000000,One Off
36790,5479 days 00:00:00.000000000,Yearly
36791,1216 days 00:00:00.000000000,Monthly
36792,11688 days 00:00:00.000000000,Yearly
36793,23 days 00:00:00.000000000,Daily
36794,20 days 00:00:00.000000000,Daily
36797,213 days 00:00:00.000000000,Daily
36798,0 days 00:00:00.000000000,One Off
36801,17 days 00:00:00.000000000,Daily
36802,5113 days 00:00:00.000000000,Yearly
36805,1372 days 00:00:00.000000000,Monthly
36807,0 days 00:00:00.000000000,One Off
36808,0 days 00:00:00.000000000,One Off
36809,6210 days 00:00:00.000000000,Yearly
36810,1096 days 00:00:00.000000000,Yearly
36812,2465 days 00:00:00.000000000,Monthly
36813,274 days 00:00:00.000000000,Monthly
36814,10 days 00:00:00.000000000,Daily
36816,1581 days 00:00:00.000000000,Monthly
36819,41 days 00:00:00.000000000,Daily
36821,0 days 00:00:00.000000000,One Off
36822,6574 days 00:00:00.000000000,Yearly
36823,0 days 00:00:00.000000000,One Off
36827,1827 days 00:00:00.000000000,Yearly
36828,47 days 00:00:00.000000000,Daily
36829,20 days 00:00:00.000000000,Daily
36831,2161 days 00:00:00.000000000,Monthly
36836,34 days 00:00:00.000000000,Daily
36837,47 days 00:00:00.000000000,Daily
36842,1553 days 00:00:00.000000000,Monthly
36844,1857 days 00:00:00.000000000,Monthly
36846,1461 days 00:00:00.000000000,Monthly
36849,2738 days 00:00:00.000000000,Monthly
36850,153 days 00:00:00.000000000,Monthly
36852,0 days 00:00:00.000000000,One Off
36855,6940 days 00:00:00.000000000,Yearly
36859,304 days 00:00:00.000000000,Monthly
36863,30 days 00:00:00.000000000,Daily
36869,4018 days 00:00:00.000000000,Yearly
36870,31 days 00:00:00.000000000,Daily
36871,1125 days 00:00:00.000000000,Monthly
36874,15706 days 00:00:00.000000000,Yearly
36875,33 days 00:00:00.000000000,Daily
36878,1887 days 00:00:00.000000000,Monthly
36879,0 days 00:00:00.000000000,One Off
36880,1948 days 00:00:00.000000000,Monthly
36884,10 days 00:00:00.000000000,Daily
36886,6574 days 00:00:00.000000000,Yearly
36889,1766 days 00:00:00.000000000,Monthly
36895,2314 days 00:00:00.000000000,Monthly
36897,944 days 00:00:00.000000000,Monthly
36898,3287 days 00:00:00.000000000,Yearly
36902,2130 days 00:00:00.000000000,Monthly
36903,2041 days 00:00:00.000000000,Monthly
36904,1157 days 00:00:00.000000000,Monthly
36906,1218 days 00:00:00.000000000,Monthly
36907,0 days 00:00:00.000000000,One Off
36908,2406 days 00:00:00.000000000,Monthly
36910,12784 days 00:00:00.000000000,Yearly
36915,6940 days 00:00:00.000000000,Yearly
36919,29 days 00:00:00.000000000,Daily
36920,2192 days 00:00:00.000000000,Yearly
36922,16436 days 00:00:00.000000000,Yearly
36923,0 days 00:00:00.000000000,One Off
36925,2191 days 00:00:00.000000000,Yearly
36927,0 days 00:00:00.000000000,One Off
36931,18 days 00:00:00.000000000,Daily
36933,1673 days 00:00:00.000000000,Monthly
36934,2922 days 00:00:00.000000000,Yearly
36935,3652 days 00:00:00.000000000,Yearly
36936,7 days 00:00:00.000000000,Daily
36937,0 days 00:00:00.000000000,One Off
36938,4748 days 00:00:00.000000000,Yearly
36942,1583 days 00:00:00.000000000,Monthly
36943,47 days 00:00:00.000000000,Daily
36944,48 days 00:00:00.000000000,Daily
36945,51 days 00:00:00.000000000,Daily
36946,0 days 00:00:00.000000000,One Off
36948,8766 days 00:00:00.000000000,Yearly
36950,0 days 00:00:00.000000000,One Off
36951,2434 days 00:00:00.000000000,Monthly
36952,46 days 00:00:00.000000000,Daily
36953,10957 days 00:00:00.000000000,Yearly
36963,9862 days 00:00:00.000000000,Yearly
36964,3653 days 00:00:00.000000000,Yearly
36965,10958 days 00:00:00.000000000,Yearly
36966,487 days 00:00:00.000000000,Monthly
36969,2280 days 00:00:00.000000000,Monthly
36970,8036 days 00:00:00.000000000,Yearly
36972,882 days 00:00:00.000000000,Monthly
36976,1188 days 00:00:00.000000000,Monthly
36986,12418 days 00:00:00.000000000,Yearly
36989,5113 days 00:00:00.000000000,Yearly
36990,4748 days 00:00:00.000000000,Yearly
36992,153 days 00:00:00.000000000,Yearly
36994,32 days 00:00:00.000000000,Daily
36995,304 days 00:00:00.000000000,Monthly
36997,4383 days 00:00:00.000000000,Yearly
36998,1096 days 00:00:00.000000000,Yearly
37000,1005 days 00:00:00.000000000,Monthly
37005,1795 days 00:00:00.000000000,Monthly
37006,9131 days 00:00:00.000000000,Yearly
37007,1917 days 00:00:00.000000000,Monthly
37008,37 days 00:00:00.000000000,Daily
37010,1492 days 00:00:00.000000000,Monthly
37012,30 days 00:00:00.000000000,Daily
37014,40 days 00:00:00.000000000,Daily
37015,822 days 00:00:00.000000000,Monthly
37017,2557 days 00:00:00.000000000,Monthly
37019,13879 days 00:00:00.000000000,Yearly
37020,54 days 00:00:00.000000000,Daily
37022,27 days 00:00:00.000000000,Daily
37024,50 days 00:00:00.000000000,Daily
37026,2464 days 00:00:00.000000000,Monthly
37027,0 days 00:00:00.000000000,One Off
37028,4383 days 00:00:00.000000000,Yearly
37029,2922 days 00:00:00.000000000,Yearly
37035,0 days 00:00:00.000000000,One Off
